"C02173V03830","Area of Residence","C02118V02559","Reason for Journey","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2013","2013","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","629"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2013","2013","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","19"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2014","2014","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","9"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2014","2014","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","639"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2014","2014","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","19"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2015","2015","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.7"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2015","2015","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","771"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2015","2015","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","19"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2016","2016","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.9"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2016","2016","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","821"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2016","2016","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","19"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2017","2017","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","7.8"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2017","2017","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","883"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2017","2017","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","20"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2018","2018","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","7.9"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2018","2018","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","890"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2018","2018","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","20"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2019","2019","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","7.5"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2019","2019","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","959"
"ZZEURQ06","Other Europe (14)","-","All reasons for journey","2019","2019","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","21"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2011","2011","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","7.4"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2011","2011","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","231"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2011","2011","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","18"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2012","2012","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","6.7"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2012","2012","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","221"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2012","2012","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","18"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2013","2013","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","6.5"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2013","2013","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","266"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2013","2013","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","18"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2014","2014","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","6.6"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2014","2014","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","259"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2014","2014","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","17"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2015","2015","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","6.6"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2015","2015","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","353"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2015","2015","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","18"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2016","2016","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","6.6"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2016","2016","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","391"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2016","2016","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","18"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2017","2017","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","6.1"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2017","2017","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","434"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2017","2017","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","20"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2018","2018","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","6.1"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2018","2018","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","461"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2018","2018","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","19"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2019","2019","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","6"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2019","2019","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","508"
"ZZEURQ06","Other Europe (14)","1","Holiday/leisure/recreation","2019","2019","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","20"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2011","2011","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","9.1"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2011","2011","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","108"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2011","2011","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","16"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2012","2012","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.9"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2012","2012","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","101"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2012","2012","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","16"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2013","2013","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","7.9"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2013","2013","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","95"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2013","2013","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","16"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2014","2014","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.9"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2014","2014","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","132"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2014","2014","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","16"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2015","2015","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.6"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2015","2015","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","124"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2015","2015","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","17"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2016","2016","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.4"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2016","2016","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","143"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2016","2016","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","18"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2017","2017","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","7.8"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2017","2017","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","130"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2017","2017","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","16"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2018","2018","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","7.5"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2018","2018","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","136"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2018","2018","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","17"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2019","2019","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2019","2019","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","156"
"ZZEURQ06","Other Europe (14)","2","Visit to friends/relatives","2019","2019","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","18"
"ZZEURQ06","Other Europe (14)","3","Business","2011","2011","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.3"
"ZZEURQ06","Other Europe (14)","3","Business","2011","2011","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","131"
"ZZEURQ06","Other Europe (14)","3","Business","2011","2011","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","22"
"ZZEURQ06","Other Europe (14)","3","Business","2012","2012","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","7.3"
"ZZEURQ06","Other Europe (14)","3","Business","2012","2012","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","120"
"ZZEURQ06","Other Europe (14)","3","Business","2012","2012","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","20"
"ZZEURQ06","Other Europe (14)","3","Business","2013","2013","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","9"
"ZZEURQ06","Other Europe (14)","3","Business","2013","2013","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","158"
"ZZEURQ06","Other Europe (14)","3","Business","2013","2013","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","22"
"ZZEURQ06","Other Europe (14)","3","Business","2014","2014","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","9.5"
"ZZEURQ06","Other Europe (14)","3","Business","2014","2014","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","145"
"ZZEURQ06","Other Europe (14)","3","Business","2014","2014","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","24"
"ZZEURQ06","Other Europe (14)","3","Business","2015","2015","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.3"
"ZZEURQ06","Other Europe (14)","3","Business","2015","2015","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","170"
"ZZEURQ06","Other Europe (14)","3","Business","2015","2015","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","24"
"ZZEURQ06","Other Europe (14)","3","Business","2016","2016","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","10.4"
"ZZEURQ06","Other Europe (14)","3","Business","2016","2016","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","161"
"ZZEURQ06","Other Europe (14)","3","Business","2016","2016","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","22"
"ZZEURQ06","Other Europe (14)","3","Business","2017","2017","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.1"
"ZZEURQ06","Other Europe (14)","3","Business","2017","2017","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","184"
"ZZEURQ06","Other Europe (14)","3","Business","2017","2017","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","25"
"ZZEURQ06","Other Europe (14)","3","Business","2018","2018","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","11"
"ZZEURQ06","Other Europe (14)","3","Business","2018","2018","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","167"
"ZZEURQ06","Other Europe (14)","3","Business","2018","2018","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","24"
"ZZEURQ06","Other Europe (14)","3","Business","2019","2019","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.9"
"ZZEURQ06","Other Europe (14)","3","Business","2019","2019","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","182"
"ZZEURQ06","Other Europe (14)","3","Business","2019","2019","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","26"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2011","2011","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","19.8"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2011","2011","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","110"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2011","2011","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","36"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2012","2012","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","16.1"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2012","2012","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","103"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2012","2012","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","41"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2013","2013","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","17"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2013","2013","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","109"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2013","2013","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","36"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2014","2014","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","17"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2014","2014","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","103"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2014","2014","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","31"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2015","2015","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","17.5"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2015","2015","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","125"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2015","2015","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","30"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2016","2016","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","16.3"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2016","2016","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","126"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2016","2016","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","32"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2017","2017","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","14.2"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2017","2017","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","136"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2017","2017","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","33"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2018","2018","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","11.8"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2018","2018","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","126"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2018","2018","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","31"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2019","2019","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","11.1"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2019","2019","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","113"
"ZZEURQ06","Other Europe (14)","4","Other reason for journey","2019","2019","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","28"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2011","2011","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","13.9"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2011","2011","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","271"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2011","2011","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2012","2012","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","12.9"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2012","2012","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","288"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2012","2012","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2013","2013","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","13.1"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2013","2013","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","359"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2013","2013","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2014","2014","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","13.9"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2014","2014","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","421"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2014","2014","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2015","2015","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","14"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2015","2015","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","482"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2015","2015","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2016","2016","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","14.4"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2016","2016","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","524"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2016","2016","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2017","2017","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","14.5"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2017","2017","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","577"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2017","2017","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","7"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2018","2018","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","13.6"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2018","2018","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","587"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2018","2018","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","7"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2019","2019","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","12.9"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2019","2019","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","582"
"ZZWORX24","Other countries (24)","-","All reasons for journey","2019","2019","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","7"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2011","2011","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","9.2"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2011","2011","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","128"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2011","2011","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2012","2012","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.8"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2012","2012","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","142"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2012","2012","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2013","2013","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.2"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2013","2013","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","159"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2013","2013","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","7"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2014","2014","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","9.2"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2014","2014","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","161"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2014","2014","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2015","2015","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","9"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2015","2015","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","185"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2015","2015","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2016","2016","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","9.7"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2016","2016","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","194"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2016","2016","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","5"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2017","2017","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","9.3"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2017","2017","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","218"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2017","2017","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2018","2018","TMA20C1","Average Length of Stay by Overseas Travellers to Ireland","Nights","8.8"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2018","2018","TMA20C2","Expenditure by Overseas Travellers in Ireland (excluding fares)","Euro Million","247"
"ZZWORX24","Other countries (24)","1","Holiday/leisure/recreation","2018","2018","TMA20C3","Overseas Trips to Ireland by Non-Residents, with at least one overnight in Ireland","%","6"
